Name,Rating,NumberofReviews,Latitude,Longitude,Category,Sub-Category
CyberPoint,4,-4,30.736006,76.750132,Office,MediaCompany
ORMLeaders-GraphicDesigning&DigitalMarketingAgencyChandigarh,4.9,-18,N/A,N/A,Office,MediaCompany
MomentsMedia,5,-23,30.733818,76.737983,Office,MediaCompany
B,5,-1,30.690909,76.750323,Office,CorporateOffice
TwentyFirstGen,5,-6,30.693303,76.766353,Office,CorporateOffice
jkoffice,N/A,N/A,30.691189,76.767019,Office,CorporateOffice
ADGBR(NW)GREF,4.4,-17,30.684408,76.756526,Office,CorporateOffice
GrefCamp,4.2,-13,30.685095,76.757905,Office,CorporateOffice
SardanaLawOffice,5,-5,30.692149,76.757368,Office,LawFirm
Chetanlawoffice,5,-4,30.69429,76.764414,Office,LawFirm
ArchitGuptaAdvocate,N/A,N/A,30.689382,76.76245,Office,LawFirm
GagneshwarWaliaAdvocate,5,-1,30.690761,76.758008,Office,LawFirm
RohitSapraAdvocate,4.7,-11,30.689048,76.764347,Office,LawFirm
PurminderKaur,4.9,-265,30.679864,76.745649,Office,AccountingFirm
PRSAccountingServicesLLP,5,-1,30.686206,76.750066,Office,AccountingFirm
eBizzGuruInternationalPrivateLimited,4.8,-45,30.683909,76.749179,Office,AccountingFirm
TaxationAssociates(India),5,-6,30.682729,76.755357,Office,AccountingFirm
"GargSanjeev&Associates,CharteredAccountants",5,-2,30.686277,76.743962,Office,AccountingFirm
PurusarthaWorks|MarketingAgencyinChandigarh,4.9,-41,30.685925,76.755613,Office,AdvertisingAgency
DigitalMarketingExperts-Chandigarh,4.8,-5,30.692017,76.766845,Office,AdvertisingAgency
QuadleonePrivateLimited,5,-4,30.691957,76.766633,Office,AdvertisingAgency
PinakaDigitalInfoSolutionPvt.Ltd.,4.8,-15,30.692408,76.767556,Office,AdvertisingAgency
FlymediaTechnology,5,-1,30.692408,76.767556,Office,AdvertisingAgency
GivingHANDSforHUMANITY,N/A,N/A,30.691151,76.756646,Office,Non-ProfitOrganization
NFLEnclave,4.2,-119,30.690586,76.759229,Office,Non-ProfitOrganization
JeewanAdhaar-SBI,4.4,-70,30.691269,76.757882,Office,Non-ProfitOrganization
JateshBhallaInsurance&InvestmentServices,4.9,-9,N/A,N/A,Office,InsuranceAgency
VehicleInsuranceInMohali,4.9,-124,31.026816,75.410647,Office,InsuranceAgency
HAKAMSINGHJAWANDA-INSURANCEADVISOR,5,-2,30.681008,76.748344,Office,InsuranceAgency
SANJEEVSHARMA,5,-11,30.692891,76.767009,Office,InsuranceAgency
UNITEDINDIAINSURANCECOMPANYLIMITED,3.5,-70,30.693645,76.736814,Office,InsuranceAgency
EXPLORATIONTRIP,5,-10,30.693007,76.768998,Office,TravelAgency
TRAVELJET-TOURSANDTRAVELS,5,-6,30.691896,76.767277,Office,TravelAgency
TempoTravllerinChandigarh/9To12SeaterTempoTraveller/RentTempoTravller-ABROLTOUR&TRAVELs,3.8,-15,30.687143,76.760186,Office,TravelAgency
TravelTrekAdventures,2.7,-6,30.693194,76.757697,Office,TravelAgency
GuruJiTravels,5,-26,30.692579,76.765501,Office,TravelAgency
PurusarthaWorks|MarketingAgencyinChandigarh,4.9,-41,30.685925,76.755613,Office,MediaCompany
FlymediaTechnology,5,-1,30.692408,76.767556,Office,MediaCompany
PinakaDigitalInfoSolutionPvt.Ltd.,4.8,-15,30.692408,76.767556,Office,MediaCompany
SeoOnlineShop,5,-22,30.692036,76.767513,Office,MediaCompany
RealMediaHub|WebDesignCompanyinChandigarh,5,-2,30.682828,76.753611,Office,MediaCompany
SwatiCorporateSociety,4.5,-12,30.696287,76.750129,Office,CorporateOffice
ChandigarhCity,4.6,-49,30.695985,76.768203,Office,CorporateOffice
A3GGroupofCompanies,4.4,-15,30.693753,76.732002,Office,CorporateOffice
Init;Consultants,N/A,N/A,30.692413,76.74387,Office,CorporateOffice
Sikka,4,-2,N/A,N/A,Office,CorporateOffice
Domino'sPizza,4,"-1,047",30.694566,76.770407,Office,Co-workingSpace
CGHSWellnessCentre,3.4,-173,30.704354,76.760663,Office,Co-workingSpace
IndianOil,3.8,-491,30.698511,76.758614,Office,Co-workingSpace
IndiaPost,3.7,-67,30.696252,76.768002,Office,Co-workingSpace
LEGALEYE:TheBestLawFirm,5,-41,30.699057,76.739174,Office,LawFirm
BSMakarAdvLawOffice,5,-271,30.689802,76.742525,Office,LawFirm
PranavHandaAdvocateoffice,5,-16,30.693283,76.74376,Office,LawFirm
PrimeLawyers,5,-4,30.69859,76.75188,Office,LawFirm
Jindal&JindalAdvocates,5,-5,30.702421,76.768767,Office,LawFirm
PRSAccountingServicesLLP,5,-1,30.686206,76.750066,Office,AccountingFirm
Riyasat&Associates,5,-1,30.694961,76.770121,Office,AccountingFirm
"RohinAroraandAssociates,CharteredAccountantFirm",5,-1,30.691943,76.757503,Office,AccountingFirm
VGMANDASSOCIATES,4.7,-14,30.688052,76.737694,Office,AccountingFirm
PurminderKaur,4.9,-265,30.679864,76.745649,Office,AccountingFirm
SpeedwaysAdvertising,4.5,-30,30.700296,76.764583,Office,AdvertisingAgency
PurusarthaWorks|MarketingAgencyinChandigarh,4.9,-41,30.685925,76.755613,Office,AdvertisingAgency
RudraAdvertisingCompany,4.1,-15,30.704878,76.7587,Office,AdvertisingAgency
AdNationMedia|BestAdvertisingAgencyinChandigarh,4.4,-16,30.695235,76.779749,Office,AdvertisingAgency
RainbowAdvertisingCo,5,-1,N/A,N/A,Office,AdvertisingAgency
OmMahadevKawadSevaDal,5,-17,30.70751,76.757543,Office,Non-ProfitOrganization
GivingHANDSforHUMANITY,N/A,N/A,30.691151,76.756646,Office,Non-ProfitOrganization
JanjGhar(CommunityCentre),3.8,-317,30.696249,76.769888,Office,Non-ProfitOrganization
NFLEnclave,4.2,-119,30.690586,76.759229,Office,Non-ProfitOrganization
JeewanAdhaar-SBI,4.4,-70,30.691269,76.757882,Office,Non-ProfitOrganization
JateshBhallaInsurance&InvestmentServices,4.9,-9,N/A,N/A,Office,InsuranceAgency
TruInsuredBima-InsuranceCompanyinChandigarh,5,-13,30.701772,76.760397,Office,InsuranceAgency
VehicleInsuranceInMohali,4.9,-124,31.026816,75.410647,Office,InsuranceAgency
Insuranceinmohali,5,-2,30.697218,76.738086,Office,InsuranceAgency
SANJEEVSHARMA,5,-11,30.692891,76.767009,Office,InsuranceAgency
CountryToursandTravels,4.8,-156,30.69484,76.770222,Office,TravelAgency
TravelPartners,4.9,-289,30.694386,76.770587,Office,TravelAgency
RidhiTravels,4.7,-180,30.699568,76.766411,Office,TravelAgency
ForeverTravels-BesttravelagencyinTricity|AirlineTravelAgency,4.8,-140,30.686255,76.738714,Office,TravelAgency
ArcadiaVacations,4.4,-142,30.694717,76.770713,Office,TravelAgency
APEMedia-CorporateShoots|Events|AdFilms|MusicVideos|VideoProductionServices|,5,-242,30.706335,76.743571,Office,MediaCompany
EuriqTechnologies,4.9,-146,30.702281,76.761544,Office,MediaCompany
PressConferenceChandigarh,5,-2,30.704067,76.757458,Office,MediaCompany
DigiFameMedia,4.9,-201,30.697517,76.781485,Office,MediaCompany
PurusarthaWorks|MarketingAgencyinChandigarh,4.9,-41,30.685925,76.755613,Office,MediaCompany
CPWD,4.1,-15,30.703269,76.764002,Office,CorporateOffice
SanjariSoftwarePvtLTD.,4.5,-4,30.710688,76.750372,Office,CorporateOffice
IPGGroup,5,-1,30.710504,76.754506,Office,CorporateOffice
MaxxInfotech,5,-7,30.704888,76.758686,Office,CorporateOffice
VijCorporateSolutions,N/A,N/A,30.702828,76.757556,Office,CorporateOffice
CGHSWellnessCentre,3.4,-173,30.704354,76.760663,Office,Co-workingSpace
D.M.AssociatesPrivateLimited,4.4,-34,30.711283,76.752965,Office,Co-workingSpace
Jindal&JindalAdvocates,5,-5,30.702421,76.768767,Office,LawFirm
NavdeepKalairAdvocate(PunjabandHaryanaHighCourt)AdvocateinChandigarh,4.9,-142,30.710901,76.761275,Office,LawFirm
BestLawyerNearMe,N/A,N/A,30.70086,76.75951,Office,LawFirm
akhileshlawoffice,N/A,N/A,30.699868,76.750966,Office,LawFirm
"MKSAMASRAJASSOCIATESLAWFIRM(PROP.MANOJKUMAR,ADVOCATE)",5,-3,30.704067,76.757458,Office,LawFirm
SandeepDRGarg&Company-CAFirm|CharteredAccountant|ITRFiling|IncomeTaxConsultantinChandigarh,5,-6,30.700402,76.764558,Office,AccountingFirm
AVINASHPIYUSH&ASSOCIATESCHARTEREDACCOUNTANTS,N/A,N/A,30.710936,76.768642,Office,AccountingFirm
BansalArun&Co.,5,-80,30.70337,76.759029,Office,AccountingFirm
Harnoor&Co.,5,-3,30.710927,76.769831,Office,AccountingFirm
"MKSAMASRAJASSOCIATESLAWFIRM(PROP.MANOJKUMAR,ADVOCATE)",5,-3,30.704067,76.757458,Office,AccountingFirm
SpeedwaysAdvertising,4.5,-30,30.700296,76.764583,Office,AdvertisingAgency
RudraAdvertisingCompany,4.1,-15,30.704878,76.7587,Office,AdvertisingAgency
RainbowAdvertisingCo,5,-1,N/A,N/A,Office,AdvertisingAgency
TreeSwiftSolutionsPvt.Limited,5,-13,30.710397,76.744638,Office,AdvertisingAgency
HammerOne,5,-102,30.72047,76.741265,Office,AdvertisingAgency
OmMahadevKawadSevaDal,5,-17,30.70751,76.757543,Office,Non-ProfitOrganization
WelmFoundation,N/A,N/A,30.710903,76.768998,Office,Non-ProfitOrganization
SEWAPunjab,N/A,N/A,30.70751,76.757543,Office,Non-ProfitOrganization
TruInsuredBima-InsuranceCompanyinChandigarh,5,-13,30.701772,76.760397,Office,InsuranceAgency
GrewalInsuranceConsultants,5,-2,30.707379,76.758411,Office,InsuranceAgency
LICInsuranceConsultantAdvisor,N/A,N/A,30.704299,76.76222,Office,InsuranceAgency
KrishnaAssociates,N/A,N/A,30.699614,76.766281,Office,InsuranceAgency
LICofIndiaAdviser,N/A,N/A,21.068007,82.752529,Office,InsuranceAgency
RidhiTravels,4.7,-180,30.699568,76.766411,Office,TravelAgency
CountryToursandTravels,4.8,-156,30.69484,76.770222,Office,TravelAgency
ShahKingTravel,5,-53,31.458244,76.960994,Office,TravelAgency
TravelPartners,4.9,-289,30.694386,76.770587,Office,TravelAgency
ShriKrishnaTour&Travels,4.8,-26,30.704672,76.74301,Office,TravelAgency
APEMedia-CorporateShoots|Events|AdFilms|MusicVideos|VideoProductionServices|,5,-242,30.706335,76.743571,Office,MediaCompany
PressConferenceChandigarh,5,-2,30.704067,76.757458,Office,MediaCompany
EuriqTechnologies,4.9,-146,30.702281,76.761544,Office,MediaCompany
TownMediaLabs|DigitalMarketingCompanyChandigarh,5,-279,30.722528,76.767979,Office,MediaCompany
DigiFameMedia,4.9,-201,30.697517,76.781485,Office,MediaCompany
VerkaCorporateOffice,4.3,-176,30.722072,76.770565,Office,CorporateOffice
NCRCorporationIndiaPvtLtd,4.2,-11,30.721199,76.759455,Office,CorporateOffice
RanjitSingh&CompanyOFFICE,5,-6,30.726556,76.717092,Office,CorporateOffice
VEEAARPROFESSIONALSLLP,5,-6,30.714134,76.766448,Office,CorporateOffice
Office,4.8,-4,30.719855,76.768765,Office,CorporateOffice
SpaceJamCoworkinginChandigarh-SharedOfficeSpace,4.6,-447,30.722895,76.770419,Office,Co-workingSpace
WORKAHOLICSWORKZONE,4.9,-337,30.721879,76.767959,Office,Co-workingSpace
WorkcaveCoworking,5,-87,30.725807,76.766881,Office,Co-workingSpace
DaftarGroundZero,5,-2,30.718009,76.750284,Office,Co-workingSpace
BUZZCUBES,5,-5,30.724667,76.777628,Office,Co-workingSpace
AvishMalhotra,4.9,-186,30.719247,76.744327,Office,LawFirm
VishalSharmaAdvocate,5,-11,30.712243,76.758036,Office,LawFirm
AdvocateSukhbirSinghHooda,5,"-1,936",30.715382,76.751911,Office,LawFirm
LegalSeva,4.9,-15,30.720769,76.74639,Office,LawFirm
NYAYALEGALFIRM,5,-28,30.719058,76.748704,Office,LawFirm
"RakeshKanwar&Co.-CAInChandigarh,GSTConsultant&incomeTaxConsultantinChandigarh",4.7,-59,30.709809,76.772332,Office,AccountingFirm
"VSGargAssociates-CAinChandigarh,CharteredAccountantsinChandigarh",4.9,-61,30.713745,76.76881,Office,AccountingFirm
CAMASTANSINGHCHAMBYAL,5,-40,30.70933,76.773582,Office,AccountingFirm
KBansal&Co.-CAinChandigarh|CharteredAccountantsinchandigarh|caintricity|incometax|gst|CCA,5,-41,30.72468,76.76509,Office,AccountingFirm
JRVR&Co.,5,-1,30.713755,76.768684,Office,AccountingFirm
HammerOne,5,-102,30.72047,76.741265,Office,AdvertisingAgency
Mantrin|DigitalMarketing&AdvertisingAgencyinChandigarh,4.6,-83,30.720932,76.769644,Office,AdvertisingAgency
digitalseries,4.8,-156,30.721137,76.769978,Office,AdvertisingAgency
GridAdvertising-BestCreativeAdvertising&DigitalMarketingAgencyinChandigarh,4.8,-16,30.719539,76.768208,Office,AdvertisingAgency
DecodeAdvertisingPvtLtd,4.3,-21,30.719367,76.768115,Office,AdvertisingAgency
OmMahadevKawadSevaDal,5,-17,30.70751,76.757543,Office,Non-ProfitOrganization
StaticeHealth,N/A,N/A,30.72256,76.7589,Office,Non-ProfitOrganization
CareerBooster,5,-1,30.720055,76.765606,Office,Non-ProfitOrganization
EmpoweringHandsFoundation,4.9,-27,30.729445,76.714663,Office,Non-ProfitOrganization
Capabilia,5,-3,30.73228,76.770713,Office,Non-ProfitOrganization
GrewalInsuranceConsultants,5,-2,30.707379,76.758411,Office,InsuranceAgency
BishtInsurance&Services,5,-9,30.716315,76.751734,Office,InsuranceAgency
NationalInsurance,3.9,-95,30.721369,76.767364,Office,InsuranceAgency
"RenewBuy|GetBestQuotesforHealth,Motor&LifeInsuranceinChandigarh",4.5,-12,30.721981,76.768954,Office,InsuranceAgency
BhartiAXALifeInsurance,3.9,-76,30.720375,76.769081,Office,InsuranceAgency
DestinationIQ,4.7,-166,30.720155,76.757762,Office,TravelAgency
"Tourcation-BestTravelAgentsinChandigarh,TravelAgencyinChandigarh",5,-16,30.721696,76.770034,Office,TravelAgency
SheetalTravels,4.5,-121,30.71435,76.757863,Office,TravelAgency
GlobalBeeHolidays,4.9,-110,30.722932,76.770328,Office,TravelAgency
TheGlobalTourism&Resorts,4.9,"-1,393",30.721008,76.769838,Office,TravelAgency
RyanMedia,5,-4,30.721808,76.759796,Office,MediaCompany
APEMedia-CorporateShoots|Events|AdFilms|MusicVideos|VideoProductionServices|,5,-242,30.706335,76.743571,Office,MediaCompany
TownMediaLabs|DigitalMarketingCompanyChandigarh,5,-279,30.722528,76.767979,Office,MediaCompany
MMMedia,5,-1,30.719728,76.768744,Office,MediaCompany
PALDigitalMedia-PoliticalAdvertisingCampaignsAgency,5,-10,30.723343,76.768965,Office,MediaCompany
NCRCorporationIndiaPvtLtd,4.2,-11,30.721199,76.759455,Office,CorporateOffice
OfficePlusLimited,3.8,-21,30.728129,76.770209,Office,CorporateOffice
RedBullOffice,4.1,-7,30.724522,76.764728,Office,CorporateOffice
SynergyOfficeSolutions,5,-2,30.721896,76.768006,Office,CorporateOffice
SuryakavachVenturesPvtLtd,4.5,-2,30.722918,76.767957,Office,CorporateOffice
"Regus-Chandigarh,Sec17A",3.7,-77,30.743853,76.784023,Office,Co-workingSpace
SpaceJamCoworkinginChandigarh-SharedOfficeSpace,4.6,-447,30.722895,76.770419,Office,Co-workingSpace
WorkcaveCoworking,5,-87,30.725807,76.766881,Office,Co-workingSpace
WORKAHOLICSWORKZONE,4.9,-337,30.721879,76.767959,Office,Co-workingSpace
DaftarGroundZero,5,-2,30.718009,76.750284,Office,Co-workingSpace
AvishMalhotra,4.9,-186,30.719247,76.744327,Office,LawFirm
B&BAssociatesLLP,4.9,-129,30.733969,76.742069,Office,LawFirm
SherSinghRathoreandAssociates,4.6,-34,30.722338,76.750178,Office,LawFirm
LegalSeva,4.9,-15,30.720769,76.74639,Office,LawFirm
AdvocateSukhbirSinghHooda,5,"-1,936",30.715382,76.751911,Office,LawFirm
KBansal&Co.-CAinChandigarh|CharteredAccountantsinchandigarh|caintricity|incometax|gst|CCA,5,-41,30.72468,76.76509,Office,AccountingFirm
KAMB&Associates,4.9,-28,30.725403,76.748174,Office,AccountingFirm
ThePerfectLedgers,5,-2,30.723306,76.766113,Office,AccountingFirm
"VSGargAssociates-CAinChandigarh,CharteredAccountantsinChandigarh",4.9,-61,30.713745,76.76881,Office,AccountingFirm
GoyalAKumar&Co,5,-3,30.728071,76.767551,Office,AccountingFirm
HammerOne,5,-102,30.72047,76.741265,Office,AdvertisingAgency
Mantrin|DigitalMarketing&AdvertisingAgencyinChandigarh,4.6,-83,30.720932,76.769644,Office,AdvertisingAgency
digitalseries,4.8,-156,30.721137,76.769978,Office,AdvertisingAgency
KyrossMediaServices,5,-33,30.725967,76.76468,Office,AdvertisingAgency
adlibadvertising&marketingconsultants,4.9,-22,30.727146,76.756675,Office,AdvertisingAgency
StaticeHealth,N/A,N/A,30.72256,76.7589,Office,Non-ProfitOrganization
W.A.YYOUTHFOUNDATIONN.G.O,4.8,-127,30.73233,76.734209,Office,Non-ProfitOrganization
CareerBooster,5,-1,30.720055,76.765606,Office,Non-ProfitOrganization
ARISEImpact,5,-2,30.725514,76.753955,Office,Non-ProfitOrganization
AASHRAYNGO,4.9,-417,30.736355,76.741581,Office,Non-ProfitOrganization
"RenewBuy|GetBestQuotesforHealth,Motor&LifeInsuranceinChandigarh",4.5,-12,30.721981,76.768954,Office,InsuranceAgency
BishtInsurance&Services,5,-9,30.716315,76.751734,Office,InsuranceAgency
NationalInsurance,3.9,-95,30.721369,76.767364,Office,InsuranceAgency
GoldkeyInsuranceBrokersPrivateLimited,4.6,-53,30.723072,76.768389,Office,InsuranceAgency
BhartiAXALifeInsurance,3.9,-76,30.720375,76.769081,Office,InsuranceAgency
GlobalBeeHolidays,4.9,-110,30.722932,76.770328,Office,TravelAgency
"Tourcation-BestTravelAgentsinChandigarh,TravelAgencyinChandigarh",5,-16,30.721696,76.770034,Office,TravelAgency
TheGlobalTourism&Resorts,4.9,"-1,393",30.721008,76.769838,Office,TravelAgency
Riya-TheTravelExpert|Chandigarh,4.1,-54,30.727331,76.768956,Office,TravelAgency
TeamTravelInd,4.9,-41,30.723433,76.769231,Office,TravelAgency
RyanMedia,5,-4,30.721808,76.759796,Office,MediaCompany
TownMediaLabs|DigitalMarketingCompanyChandigarh,5,-279,30.722528,76.767979,Office,MediaCompany
MMMedia,5,-1,30.719728,76.768744,Office,MediaCompany
PALDigitalMedia-PoliticalAdvertisingCampaignsAgency,5,-10,30.723343,76.768965,Office,MediaCompany
Mantrin|DigitalMarketing&AdvertisingAgencyinChandigarh,4.6,-83,30.720932,76.769644,Office,MediaCompany
OfficePlusLimited,3.8,-21,30.728129,76.770209,Office,CorporateOffice
RedBullOffice,4.1,-7,30.724522,76.764728,Office,CorporateOffice
satellitesecurityservices,5,-3,30.728649,76.758292,Office,CorporateOffice
RTEXHRServicesPrivateLimited,4.8,-96,30.724544,76.764855,Office,CorporateOffice
LICPREMIUMCOLLECTIONOFFICE,5,-4,30.726689,76.758314,Office,CorporateOffice
WorkcaveCoworking,5,-87,30.725807,76.766881,Office,Co-workingSpace
B&BAssociatesLLP,4.9,-129,30.733969,76.742069,Office,LawFirm
AdvocateGagandeepSingh,4.9,-13,30.73844,76.764523,Office,LawFirm
SimplyDivorced,5,-186,30.737391,76.767756,Office,LawFirm
DeepakMalhotra,5,-21,30.728649,76.758292,Office,LawFirm
LegallyForYou,4.9,-36,30.722693,76.775117,Office,LawFirm
KBansal&Co.-CAinChandigarh|CharteredAccountantsinchandigarh|caintricity|incometax|gst|CCA,5,-41,30.72468,76.76509,Office,AccountingFirm
KAMB&Associates,4.9,-28,30.725403,76.748174,Office,AccountingFirm
"SunilKSharma&Associates-BestCAInChandigarh,TopGST&IncomeTaxConsultantfirminTricity,India",4.9,-57,30.733576,76.737088,Office,AccountingFirm
PVNS&Co,5,-33,30.733163,76.737369,Office,AccountingFirm
ThePerfectLedgers,5,-2,30.723306,76.766113,Office,AccountingFirm
KyrossMediaServices,5,-33,30.725967,76.76468,Office,AdvertisingAgency
adlibadvertising&marketingconsultants,4.9,-22,30.727146,76.756675,Office,AdvertisingAgency
PacificAds-AdvertisingAgencyinChandigarh,4.8,-11,30.725636,76.771371,Office,AdvertisingAgency
MongaAdvertising,4.7,-14,30.723714,76.763516,Office,AdvertisingAgency
Mantrin|DigitalMarketing&AdvertisingAgencyinChandigarh,4.6,-83,30.720932,76.769644,Office,AdvertisingAgency
AASHRAYNGO,4.9,-417,30.736355,76.741581,Office,Non-ProfitOrganization
EduwaiveFoundation,4.8,-25,30.735861,76.750279,Office,Non-ProfitOrganization
W.A.YYOUTHFOUNDATIONN.G.O,4.8,-127,30.73233,76.734209,Office,Non-ProfitOrganization
StaticeHealth,N/A,N/A,30.72256,76.7589,Office,Non-ProfitOrganization
ARISEImpact,5,-2,30.725514,76.753955,Office,Non-ProfitOrganization
LICofIndia-InsuranceAdvisor(Sheshmani),4.9,-30,30.734567,76.739896,Office,InsuranceAgency
HaritInsurance,5,-5,30.731511,76.748934,Office,InsuranceAgency
RelianceGeneralInsuranceCoLimited,3.2,-6,30.732999,76.771162,Office,InsuranceAgency
"car,bike,healthinsurance",5,-3,30.731676,76.742908,Office,InsuranceAgency
GoldkeyInsuranceBrokersPrivateLimited,4.6,-53,30.723072,76.768389,Office,InsuranceAgency
GlobalBeeHolidays,4.9,-110,30.722932,76.770328,Office,TravelAgency
TravellingFeathersTheTravelHouse,4.9,-10,30.731962,76.76785,Office,TravelAgency
Riya-TheTravelExpert|Chandigarh,4.1,-54,30.727331,76.768956,Office,TravelAgency
"Tourcation-BestTravelAgentsinChandigarh,TravelAgencyinChandigarh",5,-16,30.721696,76.770034,Office,TravelAgency
TeamTravelInd,4.9,-41,30.723433,76.769231,Office,TravelAgency
TownMediaLabs|DigitalMarketingCompanyChandigarh,5,-279,30.722528,76.767979,Office,MediaCompany
RyanMedia,5,-4,30.721808,76.759796,Office,MediaCompany
MediaPublicity,3.6,-39,30.733149,76.737468,Office,MediaCompany
PALDigitalMedia-PoliticalAdvertisingCampaignsAgency,5,-10,30.723343,76.768965,Office,MediaCompany
PranyaMedia,4.7,-3,30.737781,76.776217,Office,MediaCompany
RamanWaliaAdvocateHighCourtChd,5,-1,30.732325,76.781524,Office,CorporateOffice
RanjitSingh&CompanyOFFICE,5,-6,30.726556,76.717092,Office,CorporateOffice
OfficePlusLimited,3.8,-21,30.728129,76.770209,Office,CorporateOffice
SanchiGroupofComapnies,4,-4,30.740226,76.74799,Office,CorporateOffice
chandigarhNow,5,-1,30.738553,76.782016,Office,CorporateOffice
AllianceFrancaisedeChandigarh,4.6,-279,30.735877,76.758365,Office,Co-workingSpace
B&BAssociatesLLP,4.9,-129,30.733969,76.742069,Office,LawFirm
AdvocateGagandeepSingh,4.9,-13,30.73844,76.764523,Office,LawFirm
SimranLaw|BestLawyersinChandigarh,4.9,-397,30.747037,76.775327,Office,LawFirm
TheLawCodes,4.9,-47,30.746698,76.772026,Office,LawFirm
VisaLaw:ImmigrationLawyers,4.9,-349,30.743034,76.744836,Office,LawFirm
"CAInChandigarh-CA.SumitGarg,CharteredAccountants-GSTConsultantsInChandigarh",4.7,-12,30.734282,76.750444,Office,AccountingFirm
RAJESHAGGARWAL&ASSOCIATES,5,-1,30.734022,76.752809,Office,AccountingFirm
GSTandTDSFillingExpert,N/A,N/A,30.081916,75.742212,Office,AccountingFirm
PinnacleLegalLLPImmigrationandTaxAdvocatesandSolicitors,4.9,-235,30.738627,76.756817,Office,AccountingFirm
RoshaaCreativeAgency,5,-8,30.738913,76.760793,Office,AdvertisingAgency
AmitAdvertisingchandigarh,4.9,-8,30.738635,76.748578,Office,AdvertisingAgency
MediamindsAdvertising,5,-3,30.738517,76.76234,Office,AdvertisingAgency
DigitalFind,5,-14,30.740821,76.744473,Office,AdvertisingAgency
ORMLeaders-GraphicDesigning&DigitalMarketingAgencyChandigarh,4.9,-18,N/A,N/A,Office,AdvertisingAgency
EduwaiveFoundation,4.8,-25,30.735861,76.750279,Office,Non-ProfitOrganization
SawanKirpalRuhaniMission(SKRM)-KirpalAshram,5,-6,30.741131,76.757205,Office,Non-ProfitOrganization
GlobalActionforGreenCover,N/A,N/A,21.068007,82.752529,Office,Non-ProfitOrganization
ACT1D,N/A,N/A,30.735855,76.764671,Office,Non-ProfitOrganization
SocietyofCryosphericScience,N/A,N/A,30.744028,76.75331,Office,Non-ProfitOrganization
INSURANCEAGENT,5,-1,30.733405,76.767513,Office,InsuranceAgency
MakeMyPolicy,N/A,N/A,21.068007,82.752529,Office,InsuranceAgency
EvergreenTravels(Regd),4.7,-276,30.746459,76.743027,Office,TravelAgency
SaiTour&Travels,4.6,-615,30.744597,76.761113,Office,TravelAgency
LeisurefliesTravelsPvtLtd,4.9,-113,30.742734,76.745078,Office,TravelAgency
TravelDiaries,5,-49,30.739767,76.766867,Office,TravelAgency
TravellingFeathersTheTravelHouse,4.9,-10,30.731962,76.76785,Office,TravelAgency
MediaPublicity,3.6,-39,30.733149,76.737468,Office,MediaCompany
PranyaMedia,4.7,-3,30.737781,76.776217,Office,MediaCompany
MEDIAHEIGHTS,4.8,-12,30.725959,76.725254,Office,MediaCompany
TheLifeStyleJournalistMagazine,4.8,-54,30.731454,76.775768,Office,MediaCompany
CyberPoint,4,-4,30.736006,76.750132,Office,MediaCompany
OfficeMohali(Wellnessindustry),4.3,-6,30.677042,76.742623,Office,CorporateOffice
SwatiCorporateSociety,4.5,-12,30.696287,76.750129,Office,CorporateOffice
AVASOTech.Pvt.Ltd.,4.7,-65,N/A,N/A,Office,CorporateOffice
ChandigarhCity,4.6,-49,30.695985,76.768203,Office,CorporateOffice
JCBLCorporateOffice,4.6,-25,30.67066,76.73472,Office,CorporateOffice
Regus,N/A,N/A,30.705648,76.801293,Office,Co-workingSpace
WorkYardCoworkingSpaceChandigarh,4.7,-64,30.698396,76.784798,Office,Co-workingSpace
neevspaces.com,N/A,N/A,30.698511,76.784699,Office,Co-workingSpace
BSMakarAdvLawOffice,5,-271,30.689802,76.742525,Office,LawFirm
PranavHandaAdvocateoffice,5,-16,30.693283,76.74376,Office,LawFirm
LEGALEYE:TheBestLawFirm,5,-41,30.699057,76.739174,Office,LawFirm
Chetanlawoffice,5,-4,30.69429,76.764414,Office,LawFirm
SardanaLawOffice,5,-5,30.692149,76.757368,Office,LawFirm
BIZMETHEXPERITOLLP,5,-8,30.697855,76.78256,Office,AccountingFirm
eBizzGuruInternationalPrivateLimited,4.8,-45,30.683909,76.749179,Office,AccountingFirm
TaxationAssociates(India),5,-6,30.682729,76.755357,Office,AccountingFirm
OffshoreAccountants,5,-1,30.697189,76.78293,Office,AccountingFirm
PRSAccountingServicesLLP,5,-1,30.686206,76.750066,Office,AccountingFirm
AdNationMedia|BestAdvertisingAgencyinChandigarh,4.4,-16,30.695235,76.779749,Office,AdvertisingAgency
PurusarthaWorks|MarketingAgencyinChandigarh,4.9,-41,30.685925,76.755613,Office,AdvertisingAgency
DigiFameMedia,4.9,-201,30.697517,76.781485,Office,AdvertisingAgency
SpeedwaysAdvertising,4.5,-30,30.700296,76.764583,Office,AdvertisingAgency
WOWMarketing|,4.1,-53,30.696703,76.784964,Office,AdvertisingAgency
SEWAShaktiKendraMohali,N/A,N/A,30.679675,76.756606,Office,Non-ProfitOrganization
GivingHANDSforHUMANITY,N/A,N/A,30.691151,76.756646,Office,Non-ProfitOrganization
JanjGhar(CommunityCentre),3.8,-317,30.696249,76.769888,Office,Non-ProfitOrganization
NFLEnclave,4.2,-119,30.690586,76.759229,Office,Non-ProfitOrganization
