Name,Rating,Number of Reviews,Latitude,Longitude,Search Query,UTC_Time,CenterLat,CenterLon,Distance_m
,4.3,"(1,206)",38.8761044,-77.0078677,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,1774.0
,4.8,(4),38.8856802,-77.0018252,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,2519.7
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,3000.5
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,5511.6
,4.5,"(15,847)",38.8981675,-77.0208568,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,2510.4
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,14657.7
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,14478.5
,5.0,(2),38.8677246,-77.0124443,Stadium,2026-01-17T15:45:54.676308,38.876359,-77.028358,1679.2
,4.8,(6),38.8978339,-77.0493504,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,185.1
,4.4,(93),38.9080358,-77.0753079,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,2669.1
,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,4391.9
,4.4,(188),38.9255745,-77.0207861,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,4030.5
,4.5,"(15,847)",38.8981675,-77.0208568,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,2388.5
,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,4370.5
,4.4,(886),38.9902626,-76.9472548,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,13619.1
,4.6,(143),38.8865043,-77.1102224,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,5465.2
,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,16007.9
,4.7,(13),38.9433179,-77.0007566,Stadium,2026-01-17T15:46:13.109343,38.896359,-77.048358,6650.1
Nationals Park,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,38.836359,-77.048358,5400.7
Audi Field,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,38.836359,-77.048358,4705.1
Washington-Liberty High School Stadium,4.6,(143),38.8865043,-77.1102224,Stadium,38.836359,-77.048358,7731.9
Eugene Simpson Stadium Park,4.6,(239),38.8213889,-77.0522222,Stadium,38.836359,-77.048358,1697.9
Northwest Stadium,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,38.836359,-77.048358,17845.1
Frank Mann Field,4.3,(28),38.8389304,-77.0569883,Stadium,38.836359,-77.048358,800.3
Greene Stadium,4.4,(188),38.9255745,-77.0207861,Stadium,38.836359,-77.048358,10203.3
SECU Stadium,4.4,(886),38.9902626,-76.9472548,Stadium,38.836359,-77.048358,19219.3
Hummel Bowl,4.5,(22),38.8265571,-77.0972939,Stadium,38.836359,-77.048358,4376.7
Eugene Simpson Stadium Park basketball court,5.0,(1),38.8212446,-77.0527482,Stadium,38.836359,-77.048358,1723.2
Nationals Park,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,38.836359,-77.028358,4460.1
Audi Field,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,38.836359,-77.028358,3807.0
CareFirst Arena,4.4,(534),38.8469016,-76.9913962,Stadium,38.836359,-77.028358,3409.1
Northwest Stadium,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,38.836359,-77.028358,16314.8
Greene Stadium,4.4,(188),38.9255745,-77.0207861,Stadium,38.836359,-77.028358,9941.9
Eugene Simpson Stadium Park,4.6,(239),38.8213889,-77.0522222,Stadium,38.836359,-77.028358,2654.1
SECU Stadium,4.4,(886),38.9902626,-76.9472548,Stadium,38.836359,-77.028358,18496.0
Washington-Liberty High School Stadium,4.6,(143),38.8865043,-77.1102224,Stadium,38.836359,-77.028358,9018.4
Kastles Stadium at the Smith Center,4.8,(6),38.8978339,-77.0493504,Stadium,38.836359,-77.028358,7073.1
Stadium Metro Station,4.4,(24),38.8856749,-76.9770669,Stadium,38.836359,-77.028358,7056.4
Nationals Park,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,38.856359,-77.048358,3997.9
Audi Field,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,38.856359,-77.048358,3351.8
Washington-Liberty High School Stadium,4.6,(143),38.8865043,-77.1102224,Stadium,38.856359,-77.048358,6318.1
Greene Stadium,4.4,(188),38.9255745,-77.0207861,Stadium,38.856359,-77.048358,8057.8
Northwest Stadium,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,38.856359,-77.048358,16965.4
SECU Stadium,4.4,(886),38.9902626,-76.9472548,Stadium,38.856359,-77.048358,17268.2
Audi Field,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,38.856359,-77.028358,1895.1
Nationals Park,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,38.856359,-77.028358,2590.4
CareFirst Arena,4.4,(534),38.8469016,-76.9913962,Stadium,38.856359,-77.028358,3369.1
Northwest Stadium,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,38.856359,-77.028358,15348.2
Greene Stadium,4.4,(188),38.9255745,-77.0207861,Stadium,38.856359,-77.028358,7724.2
SECU Stadium,4.4,(886),38.9902626,-76.9472548,Stadium,38.856359,-77.028358,16459.6
Audi,5.0,(2),38.8677246,-77.0124443,Stadium,38.856359,-77.028358,1869.7
Kastles Stadium at the Smith Center,4.8,(6),38.8978339,-77.0493504,Stadium,38.856359,-77.028358,4956.9
Washington-Liberty High School Stadium,4.6,(143),38.8865043,-77.1102224,Stadium,38.856359,-77.028358,7839.8
308 Stadium,4.8,(4),38.8856802,-77.0018252,Stadium,38.856359,-77.028358,3988.2
Nationals Park,4.6,"(14,130)",38.8730102,-77.0074329,Stadium,38.876359,-77.048358,3562.3
Audi Field,4.6,"(3,880)",38.8684009,-77.0128693,Stadium,38.876359,-77.048358,3197.2
Kastles Stadium at the Smith Center,4.8,(6),38.8978339,-77.0493504,Stadium,38.876359,-77.048358,2389.4
Greene Stadium,4.4,(188),38.9255745,-77.0207861,Stadium,38.876359,-77.048358,5970.0
Capital One Arena,4.5,"(15,847)",38.8981675,-77.0208568,Stadium,38.876359,-77.048358,3398.0
Cooper Field,4.4,(93),38.9080358,-77.0753079,Stadium,38.876359,-77.048358,4224.5
Washington-Liberty High School Stadium,4.6,(143),38.8865043,-77.1102224,Stadium,38.876359,-77.048358,5472.4
Northwest Stadium,4.0,"(7,956)",38.9081324,-76.8639884,Stadium,38.876359,-77.048358,16343.0
SECU Stadium,4.4,(886),38.9902626,-76.9472548,Stadium,38.876359,-77.048358,15391.2
308 Stadium,4.8,(4),38.8856802,-77.0018252,Stadium,38.876359,-77.048358,4159.1
Nationals Park,4.6,"14,13",38.8730102,-77.0074329,Stadium,38.836359,-77.048358,5400.7
Eugene Simpson Stadium Park,4.6,23,38.8213889,-77.0522222,Stadium,38.836359,-77.048358,1697.9
Audi Field,4.6,"3,88",38.8684009,-77.0128693,Stadium,38.836359,-77.048358,4705.1
Washington-Liberty High School Stadium,4.6,14,38.8865043,-77.1102224,Stadium,38.836359,-77.048358,7731.9
Frank Mann Field,4.3,2,38.8389304,-77.0569883,Stadium,38.836359,-77.048358,800.3
Northwest Stadium,4.0,"7,95",38.9081324,-76.8639884,Stadium,38.836359,-77.048358,17845.1
Greene Stadium,4.4,18,38.9255745,-77.0207861,Stadium,38.836359,-77.048358,10203.3
SECU Stadium,4.4,88,38.9902626,-76.9472548,Stadium,38.836359,-77.048358,19219.3
Hummel Bowl,4.5,2,38.8265571,-77.0972939,Stadium,38.836359,-77.048358,4376.7
Eugene Simpson Stadium Park basketball court,5.0,,38.8212446,-77.0527482,Stadium,38.836359,-77.048358,1723.2
Nationals Park,4.6,"14,13",38.8730102,-77.0074329,Stadium,38.836359,-77.028358,4460.1
Audi Field,4.6,"3,88",38.8684009,-77.0128693,Stadium,38.836359,-77.028358,3807.0
Eugene Simpson Stadium Park,4.6,23,38.8213889,-77.0522222,Stadium,38.836359,-77.028358,2654.1
CareFirst Arena,4.4,53,38.8469016,-76.9913962,Stadium,38.836359,-77.028358,3409.1
Northwest Stadium,4.0,"7,95",38.9081324,-76.8639884,Stadium,38.836359,-77.028358,16314.8
Greene Stadium,4.4,18,38.9255745,-77.0207861,Stadium,38.836359,-77.028358,9941.9
SECU Stadium,4.4,88,38.9902626,-76.9472548,Stadium,38.836359,-77.028358,18496.0
Washington-Liberty High School Stadium,4.6,14,38.8865043,-77.1102224,Stadium,38.836359,-77.028358,9018.4
Kastles Stadium at the Smith Center,4.8,,38.8978339,-77.0493504,Stadium,38.836359,-77.028358,7073.1
Stadium Metro Station,4.4,2,38.8856749,-76.9770669,Stadium,38.836359,-77.028358,7056.4
Nationals Park,4.6,"14,13",38.8730102,-77.0074329,Stadium,38.856359,-77.048358,3997.9
Audi Field,4.6,"3,88",38.8684009,-77.0128693,Stadium,38.856359,-77.048358,3351.8
Washington-Liberty High School Stadium,4.6,14,38.8865043,-77.1102224,Stadium,38.856359,-77.048358,6318.1
Greene Stadium,4.4,18,38.9255745,-77.0207861,Stadium,38.856359,-77.048358,8057.8
Northwest Stadium,4.0,"7,95",38.9081324,-76.8639884,Stadium,38.856359,-77.048358,16965.4
SECU Stadium,4.4,88,38.9902626,-76.9472548,Stadium,38.856359,-77.048358,17268.2
Kastles Stadium at the Smith Center,4.8,,38.8978339,-77.0493504,Stadium,38.856359,-77.048358,4612.6
Cooper Field,4.4,9,38.9080358,-77.0753079,Stadium,38.856359,-77.048358,6201.6
Hummel Bowl,4.5,2,38.8265571,-77.0972939,Stadium,38.856359,-77.048358,5380.0
Cardinal Stadium,4.7,1,38.9433179,-77.0007566,Stadium,38.856359,-77.048358,10510.2
Audi Field,4.6,"3,88",38.8684009,-77.0128693,Stadium,38.856359,-77.028358,1895.1
Nationals Park,4.6,"14,13",38.8730102,-77.0074329,Stadium,38.856359,-77.028358,2590.4
CareFirst Arena,4.4,53,38.8469016,-76.9913962,Stadium,38.856359,-77.028358,3369.1
Northwest Stadium,4.0,"7,95",38.9081324,-76.8639884,Stadium,38.856359,-77.028358,15348.2
Greene Stadium,4.4,18,38.9255745,-77.0207861,Stadium,38.856359,-77.028358,7724.2
Audi,5.0,,38.8677246,-77.0124443,Stadium,38.856359,-77.028358,1869.7
SECU Stadium,4.4,88,38.9902626,-76.9472548,Stadium,38.856359,-77.028358,16459.6
Kastles Stadium at the Smith Center,4.8,,38.8978339,-77.0493504,Stadium,38.856359,-77.028358,4956.9
Washington-Liberty High School Stadium,4.6,14,38.8865043,-77.1102224,Stadium,38.856359,-77.028358,7839.8
308 Stadium,4.8,,38.8856802,-77.0018252,Stadium,38.856359,-77.028358,3988.2
Nationals Park,4.6,"14,13",38.8730102,-77.0074329,Stadium,38.876359,-77.048358,3562.3
Audi Field,4.6,"3,88",38.8684009,-77.0128693,Stadium,38.876359,-77.048358,3197.2
Kastles Stadium at the Smith Center,4.8,,38.8978339,-77.0493504,Stadium,38.876359,-77.048358,2389.4
Greene Stadium,4.4,18,38.9255745,-77.0207861,Stadium,38.876359,-77.048358,5970.0
